Procuraduría Agraria 	 procuraduria-agraria 	 Ubicación geográfica de las Delegaciones y Residencias 	 http://www.pa.gob.mx/datosabiertos/Direcciones-Delegaciones-y-residencias-PA.csv 	 200 	 0 	 Wed Jan 13 11:53:15 CST 2016
SAT 	 sat 	 Reporte del padrón de contribuyentes activos clasificados por régimen 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/PadronPorRegimen2.csv 	 200 	 1 	 Wed Jan 13 13:12:00 CST 2016
SAT 	 sat 	 Reporte del padrón de agentes aduanales autorizados 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/AgentesAduanales.csv 	 200 	 0 	 Wed Jan 13 13:12:00 CST 2016
SAT 	 sat 	 Reporte del padrón de organizaciones autorizadas para recibir donativos 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/DonatariasAut.csv 	 200 	 0 	 Wed Jan 13 13:12:00 CST 2016
SAT 	 sat 	 Reporte del padrón de contribuyentes clasificados por su situación ante el RFC 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/PorSitRFC21.csv 	 200 	 0 	 Wed Jan 13 13:12:00 CST 2016
SAT 	 sat 	 Reporte del padrón de contribuyentes activos por Entidad Federativa 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/PorEntFed.csv 	 200 	 0 	 Wed Jan 13 13:12:00 CST 2016
SAT 	 sat 	 Reporte del padrón de contribuyentes activos por tipo 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/PorTipoContribuyente.csv 	 200 	 0 	 Wed Jan 13 13:12:00 CST 2016
SAT 	 sat 	 Reporte del número de facturas electrónicas emitidas 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FacEleNumCom.csv 	 200 	 0 	 Wed Jan 13 13:12:01 CST 2016
SAT 	 sat 	 Reporte del número de contribuyentes únicos con FIEL 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FirEleNumcontri.csv 	 200 	 0 	 Wed Jan 13 13:12:01 CST 2016
SAT 	 sat 	 Reporte del número de emisores de factura electrónica  	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FacEleNumEmi.csv 	 200 	 0 	 Wed Jan 13 13:12:01 CST 2016
SAT 	 sat 	 Reporte del número de certificados emitidos de la FIEL 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FirEleNumcert.csv 	 200 	 0 	 Wed Jan 13 13:12:01 CST 2016
SAT 	 sat 	 Reporte del número de operaciones de las importaciones 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FORMATO_43_ImpNum.csv 	 200 	 0 	 Wed Jan 13 13:12:01 CST 2016
SAT 	 sat 	 Reporte del número de declaraciones anuales presentadas por contribuyente 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/DecAnuaTipCon.csv 	 200 	 0 	 Wed Jan 13 13:12:01 CST 2016
SAT 	 sat 	 Reporte del padrón del Número de trámites autorizados en Ventanilla Única de Comercio Exterior Mexicana (VUCEM) 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FORMATO_42_traVuc.csv 	 200 	 1 	 Wed Jan 13 13:12:02 CST 2016
SAT 	 sat 	 Reporte del número de pagos efectuados por tipo de contribuyente 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/NumPagTipCon.csv 	 200 	 0 	 Wed Jan 13 13:12:02 CST 2016
SAT 	 sat 	 Reporte del número de operaciones de las exportaciones 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FORMATO_44_ExpNum.csv 	 200 	 0 	 Wed Jan 13 13:12:02 CST 2016
SAT 	 sat 	 Reporte del número de pagos efectuados por los contribuyentes por medio de recepción 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/NumPagosMedRec.csv 	 200 	 0 	 Wed Jan 13 13:12:02 CST 2016
SAT 	 sat 	 Reporte de la recaudación por impuesto derivada de las operaciones de comercio exterior 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FORMATO_59_RecDerImp.csv 	 200 	 1 	 Wed Jan 13 13:12:03 CST 2016
SAT 	 sat 	 Reporte del número de actos de fiscalización terminados por método de revisión 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FORMATO_15_ActFisc.csv 	 200 	 0 	 Wed Jan 13 13:12:03 CST 2016
SAT 	 sat 	 Reporte de la recaudación obtenida de la fiscalización 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FORMATO_57_RecDerAud.csv 	 200 	 0 	 Wed Jan 13 13:12:03 CST 2016
SAT 	 sat 	 Reporte del valor de la mercancía embargada en los procedimientos administrativos en materia aduanera 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FORMATO_46_ValMerEmb.csv 	 200 	 0 	 Wed Jan 13 13:12:03 CST 2016
SAT 	 sat 	 Reporte del número de Procedimientos Administrativos en Materia Aduanera 	 http://componentes.clouda.sat.gob.mx/datosabiertos/SAT/FORMATO_45_PAMA.csv 	 200 	 0 	 Wed Jan 13 13:12:03 CST 2016
SAT 	 sat 	 Inventario Institucional de Datos de SAT 	 https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1059/Inventario_general_de_datos_AGP_26agosto2015_Autorizado_CommACTT.xlsx 	 200 	 1 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 Beneficiarios del Programa de Empleo Temporal 	 http://datos.sedesol.gob.mx/DGAGP/DGAGP/oct2015/Empleo_Temporal_Beneficiarios.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 Número de jornales pagados 	 http://datos.sedesol.gob.mx/DGAGP/DGAGP/oct2015/Empleo_Temporal_Jornales.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 Familias apoyadas con recursos económicos al Arribo en las unidades de trabajo del Programa de Atención a Jornaleros Agrícolas 	 http://datos.sedesol.gob.mx/DGAGP/DGAGP/oct2015/Jornaleros_Agricolas_Arribo.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 Número de beneficiarios con estímulos económicos del Programa de Atención a Jornaleros Agrícolas, otorgados por su asistencia regular a las aulas educativas, deseagregado a nivel entidad, municipal y por localidad en donde tiene cobertura el Programa, cierre de 2014 y avance al mes de julio de 2015 	 http://datos.sedesol.gob.mx/DGAGP/DGAGP/oct2015/Jornaleros_Agricolas_Estimulos_Educativos.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 ComitesComunitariosPorMunicipio 	 http://datos.sedesol.gob.mx/DGDC/DGDC/oct2015/ComitesComunitariosPorMunicipio.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 MatrizDemandaSocialComunitariaPorMunicipio 	 http://datos.sedesol.gob.mx/DGDC/DGDC/oct2015/MatrizDemandaSocialComunitariaPorMunicipio.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 PersonalPromocionSocialPorEntidad 	 http://datos.sedesol.gob.mx/DGDC/DGDC/oct2015/PersonalPromocionSocialPorEntidad.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 MontoMinyMaxPorIES2014 	 http://datos.sedesol.gob.mx/DGDC/DGDC/oct2015/MontoMinyMaxPorIES2014.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 MontoMinyMaxPorIES2015 	 http://datos.sedesol.gob.mx/DGDC/DGDC/oct2015/MontoMinyMaxPorIES2015.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 acciones_CE_PDZP_2013 	 http://datos.sedesol.gob.mx/UMR/UMR/oct2015/acciones_CE_PDZP_2013.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 acciones_SB_PDZP_2013 	 http://datos.sedesol.gob.mx/UMR/UMR/oct2015/acciones_SB_PDZP_2013.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 acciones_INFR_PDZP_2013 	 http://datos.sedesol.gob.mx/UMR/UMR/oct2015/acciones_INFR_PDZP_2013.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 acciones_CE_PDZP_2014 	 http://datos.sedesol.gob.mx/UMR/UMR/oct2015/acciones_CE_PDZP_2014.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 acciones_SB_PDZP_2014 	 http://datos.sedesol.gob.mx/UMR/UMR/oct2015/acciones_SB_PDZP_2014.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 acciones_INFR_PDZP_2014 	 http://datos.sedesol.gob.mx/UMR/UMR/oct2015/acciones_INFR_PDZP_2014.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 acciones_3x1_2013 	 http://datos.sedesol.gob.mx/UMR/UMR/oct2015/acciones_3x1_2013.csv 	 200 	 0 	 Wed Jan 13 13:12:04 CST 2016
SEDESOL 	 sedesol 	 acciones_3x1_2014 	 http://datos.sedesol.gob.mx/UMR/UMR/oct2015/acciones_3x1_2014.csv 	 200 	 1 	 Wed Jan 13 13:12:05 CST 2016
SEDESOL 	 sedesol 	 Fonde de Aportaciones para la Infraestructura Social (FISE - FISMDF) 	 http://datos.sedesol.gob.mx/DGDR/DGDR/oct2015/Proyectos_FAIS_2014.xlsx 	 200 	 0 	 Wed Jan 13 13:12:05 CST 2016
SEDESOL 	 sedesol 	 Base de proyectos ejecutados con recursos del Fondo para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal en un trimestre. 	 http://datos.sedesol.gob.mx/DGDR/DGDR/oct2015/Proyectos_en_SFU_FISMDF_2015.xlsx 	 200 	 0 	 Wed Jan 13 13:12:05 CST 2016
SEDESOL 	 sedesol 	 Listado de apoyos otorgados de la modalidad de Impulso Productivo durante 2015 	 http://datos.sedesol.gob.mx/DGOP/DGOP/oct2015/Inven_131015_13h_v2.csv 	 200 	 0 	 Wed Jan 13 13:12:05 CST 2016
SEDESOL 	 sedesol 	 Distribución del Fondo de Aportaciones para la Infraestructura Social (FAIS). 	 http://datos.sedesol.gob.mx/DGDR/DGDR/oct2015/Asignaci%f3n_de_recursos_FAIS_DGDR.xlsx 	 200 	 0 	 Wed Jan 13 13:12:05 CST 2016
SEDESOL 	 sedesol 	 Tabla con el número de municipios capacitados con los temas relacionados con el Fondo de Aportaciones para la Infraestructura Social. 	 http://datos.sedesol.gob.mx/DGDR/DGDR/oct2015/Municipios_capacitados_FAIS_2015.xlsx 	 200 	 0 	 Wed Jan 13 13:12:05 CST 2016
SEDESOL 	 sedesol 	 Tabla de localización de comedores comunitarios, con corte/actualizacion, [trimestral] 	 http://datos.sedesol.gob.mx/DGPS/DGPS/oct2015/2TRIM2015_CSV.csv 	 200 	 0 	 Wed Jan 13 13:12:05 CST 2016
SEDESOL 	 sedesol 	 Relación Bienes Muebles e Inmuebles Ramo 20 	 http://datos.sedesol.gob.mx/DGPP/DGPP/oct2015/RELACION_DE_BIENES_INSTRUMENTALES_2014_SEDESOL.xlsx 	 200 	 0 	 Wed Jan 13 13:12:05 CST 2016
CIDETEQ 	 cideteq 	 Número de publicaciones científicas. 	 http://187.174.157.186:6702/PublicacionesCientificas.aspx 	 time_out 	 10 	 Wed Jan 13 13:12:15 CST 2016
SEDESOL 	 sedesol 	 Estudios y evaluaciones de los programas sociales desde el 2007 	 http://datos.sedesol.gob.mx/DGEMPS/DGEMPS/oct2015/Recursos_DGEMPS.csv 	 200 	 0 	 Wed Jan 13 13:12:15 CST 2016
SEDESOL 	 sedesol 	 Fondo de Aportaciones para la Infraestructura Social (FISE - FISMDF) 	 http://datos.sedesol.gob.mx/DGDR/DGDR/oct2015/Base_MIDS_2014_Nacional.xlsx 	 200 	 0 	 Wed Jan 13 13:12:15 CST 2016
HRAEB 	 hraeb 	 Número de Personal en Formación, Especialidades Médicas, Posgrado y Servicio Social, Universitario y Éstancias Profesionales 	 http://www.hraeb.salud.gob.mx/contenidos/DatosAbiertos/ensenanza_capacitacion.csv 	 200 	 0 	 Wed Jan 13 13:12:15 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Sensibilizaciones a Servidores Públicos 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/SENSIBILIZACION%20A%20SERVIDORES%20PUBLICOS.csv 	 200 	 0 	 Wed Jan 13 13:12:15 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Centros municipales de la juventud 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/CENTROS%20MUNICIPALES%20DE%20LA%20JUVENTUD.csv 	 200 	 0 	 Wed Jan 13 13:12:16 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Asesorías Empresariales 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/2014%20Asesor%C3%ADas%20Empresariales%20CSV.csv 	 200 	 0 	 Wed Jan 13 13:12:16 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Directorio de las Mesas Directivas de Vecinos en Barrios, Colonias, Fraccionamientos y Unidades Habitacionales 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Directorio%20de%20las%20Mesas%20Directivas%20de%20Vecinos%20en%20Barrios%2C%20Colonias%2C%20Fraccionamientos%20y%20Unidades%20Habitacionales.csv 	 200 	 0 	 Wed Jan 13 13:12:16 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Historial de trámite en línea y expedición de Cartillas del Servicio Militar Nacional 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Historial%20de%20tr%C3%A1mite%20en%20l%C3%ADnea%20y%20expedici%C3%B3n%20de%20cartillas%20del%20Servicio%20Militar%20Nacional.csv 	 200 	 0 	 Wed Jan 13 13:12:16 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Protección Civil 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/N%C3%BAmero%20de%20Constancias%20de%20Verificaci%C3%B3n%20de%20Seguridad_0.csv 	 200 	 0 	 Wed Jan 13 13:12:16 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Convenios de colaboración con la iniciativa privada que otorgan beneficios a los empleados del H. Ayuntamiento del Municipio de Puebla 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/9%20Convenios%20de%20colab%20con%20in_privada%20AGOSTO.csv 	 200 	 1 	 Wed Jan 13 13:12:17 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Relación de contratos de servicios SMDIF 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/DIF%20Contratos%20de%20Servicios.csv 	 200 	 0 	 Wed Jan 13 13:12:17 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Puntos de Cobro de Contribuciones Municipales 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Puntos%20de%20Cobro%20de%20Contribuciones%20Municipales_0.xlsx 	 200 	 0 	 Wed Jan 13 13:12:17 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Ejecución de las Aportaciones Federales y Locales 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/GASTO%20FEDERALIZADO%20Y%20REINTEGROS%202014_1.xlsx 	 200 	 0 	 Wed Jan 13 13:12:17 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Pláticas con las y los Ciudadanos dentro de sus Unidades Habitacionaes y/o Fraccionamientos 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Pl%C3%A1ticas%20Condominales%202015.xls 	 200 	 0 	 Wed Jan 13 13:12:17 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Indicadores de los servicios públicos municipales 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/INDICADORES%20SERVICIOS%20P%C3%9ABLICOS%202014.csv 	 200 	 0 	 Wed Jan 13 13:12:17 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Licencias de Funcionamiento 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/LICENCIAS%20OTORGADAS.xlsx 	 200 	 1 	 Wed Jan 13 13:12:18 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Talleres y Pláticas Informativas 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Talleres%20y%20Pl%C3%A1ticas%20Informativas%2014%20CSV.csv 	 200 	 0 	 Wed Jan 13 13:12:18 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Barreras del espacio Público 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/21114_Barreras_del_Espacio_P%C3%BAblico.zip 	 200 	 0 	 Wed Jan 13 13:12:18 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Licencias y anuncios 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/CH_INTERVENCI%C3%93N%20URBAN%C3%8DSTICA.zip 	 200 	 0 	 Wed Jan 13 13:12:18 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Agenda Cultural 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Agenda%20Cultural.csv 	 200 	 0 	 Wed Jan 13 13:12:18 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Inventario Institucional de Datos de Puebla 	 https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/815/Inventario_de_Datos_H._Ayuntamiento_de_Puebla.xlsx 	 200 	 0 	 Wed Jan 13 13:12:18 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Puntos de Internet Gratuito 	 http://datosabiertos.pueblacapital.gob.mx/node/1226/download 	 302 	 1 	 Wed Jan 13 13:12:19 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Plan de Apertura Institucional de Puebla 	 http://adela.datos.gob.mx/plan-de-apertura/puebla/export.csv 	 404 	 0 	 Wed Jan 13 13:12:19 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Comités de beneficiarios FISM 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Comites%20de%20beneficiarios%20FISM.csv 	 200 	 0 	 Wed Jan 13 13:12:19 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Peticiones de los Ciudadanos 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Peticiones%20de%20los%20ciudadanos_0.csv 	 200 	 0 	 Wed Jan 13 13:12:19 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Giras y eventos del Presidente Municipal 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Giras%20y%20eventos%20del%20Presidente.csv 	 200 	 0 	 Wed Jan 13 13:12:19 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Barrios Históricos de la Ciudad de Puebla 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/CH_BARRIOS%20HIST%C3%93RICOS.zip 	 200 	 1 	 Wed Jan 13 13:12:20 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Degradación por zonas en el Centro Histórico 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/CH_DEGRADACI%C3%93N%20POR%20ZONAS.zip 	 200 	 0 	 Wed Jan 13 13:12:20 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Intervención en áreas del Centro Histórico 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/CH_INTERVENCI%C3%93N%20URBAN%C3%8DSTICA.zip 	 200 	 1 	 Wed Jan 13 13:12:21 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Censo de Población y vivienda área metropolitana Puebla-Tlaxcala 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/ZMPT_AGEBs_2010.zip 	 200 	 0 	 Wed Jan 13 13:12:21 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Sitios Biciamigables 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/sitios%20biciamigables.json 	 200 	 0 	 Wed Jan 13 13:12:21 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Polígonos Hábitat 2015 para el Muncipio de Puebla. 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Manzanas_h%C3%A1bitat.zip 	 200 	 0 	 Wed Jan 13 13:12:21 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Rutas de Transporte Público. 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/21114_Rutas_de_Transporte_P%C3%BAblico.json 	 200 	 0 	 Wed Jan 13 13:12:21 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Red Municipal de Organizaciones de la Juventud 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/RED%20MUNICIPAL%20DE%20ORGANIZACIONES%20DE%20LA%20JUVENTUD.csv 	 200 	 0 	 Wed Jan 13 13:12:21 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Juventudes: Servicio Social para tu Ciudad 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Juventud%20Servicio%20social.csv 	 200 	 0 	 Wed Jan 13 13:12:21 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Juventud Emprendedora 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Juventud%20Emprendedora.csv 	 200 	 0 	 Wed Jan 13 13:12:21 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Punto Final 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Juventud%20punto%20final.csv 	 200 	 0 	 Wed Jan 13 13:12:21 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Maneja Responsable 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Juventud%20maneja%20responsable_0.csv 	 200 	 1 	 Wed Jan 13 13:12:22 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Eventos y actividades deportívas, artísticas, culturales y educativas realizadas 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Juventud%20Eventos%20y%20actividades%20deportivas%2C%20art%C3%ADsticas%2C%20culturales%20y%20educativas%20realizadas..csv 	 200 	 0 	 Wed Jan 13 13:12:22 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Incluídos 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/INCLUIDOS.csv 	 200 	 0 	 Wed Jan 13 13:12:22 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Talleres IMJ 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/TALLERES%20IMJ.csv 	 200 	 0 	 Wed Jan 13 13:12:22 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Talleres de Prevención a la Violencia 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/talleres%20de%20prevencion%20a%20la%20violencia.csv 	 200 	 0 	 Wed Jan 13 13:12:22 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Asesoría Jurídica 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/asesoria%20juridica.csv 	 200 	 0 	 Wed Jan 13 13:12:22 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Talleres de Productividad 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/TALLERES%20DE%20PRODUCTIVIDAD.csv 	 200 	 0 	 Wed Jan 13 13:12:22 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Atención Psicológica 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/ATN.%20PSIC..csv 	 200 	 0 	 Wed Jan 13 13:12:22 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Observatorio Turístico 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/Observatorio%20Semana%20Santa%202015.csv 	 200 	 0 	 Wed Jan 13 13:12:22 CST 2016
Ayuntamiento de Puebla 	 ayuntamiento-de-puebla 	 Deportivos al resguardo del Instituto Municipal del Deporte 	 http://datosabiertos.pueblacapital.gob.mx/sites/default/files/IMD%20Deportivos%20al%20resguardo%20del%20IMD_0.xlsx 	 200 	 0 	 Wed Jan 13 13:12:22 CST 2016
